Keywords	Search Volume (Average)	Search Volume (Feb 2019)	Search Volume (Mar 2019)	Search Volume (Apr 2019)	Search Volume (May 2019)	Search Volume (Jun 2019)	Search Volume (Jul 2019)	Search Volume (Aug 2019)	Search Volume (Sep 2019)	Search Volume (Oct 2019)	Search Volume (Nov 2019)	Search Volume (Dec 2019)	Search Volume (Jan 2020)	Trend	total_volume
take away items	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	-100.0	40.0
have a take away	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	40.0
one takeaway	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
take away food in spanish	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
get a takeaway	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	80.0
takeaway food order online	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
hot food delivery	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	110.0
favorite takeaway	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
food delivery gold coast	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
closest take away	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
you take away	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	40.0
nice takeaways near me	10.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
take away amsterdam	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
local take out	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
take away food ideas	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
take away food restaurants	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
nandos takeaway delivery	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
english takeaway food	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
closest takeaway near me	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
takeaways in stone	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
fast food takeaway	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
takeaway food near me now	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
food delivery open	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	-100.0	70.0
home takeaway	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	60.0
italian takeaway	10.0	10.0	10.0	10.0	20.0	20.0	10.0	20.0	30.0	20.0	10.0	20.0	10.0	0.0	200.0
home delivery take away food	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
take away close	10.0	40.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	60.0
takeaway places open near me	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
take away a	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
food delivery sites	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
takeaway for	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	-100.0	50.0
take away from home	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
pizzaria take away	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
takeaway dishes	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	40.0
cheap take away food	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
takeaway food places near me	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
take on the takeaway	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	30.0
take away questions	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	-100.0	30.0
takeawai	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	-100.0	40.0
takeaway in	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	50.0
take away home	10.0	10.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	-100.0	60.0
takeaway menus near me	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
best takeaway food near me	10.0	10.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
16 take away 8	10.0	0.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	-100.0	50.0
key takeaways definition	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	100.0
buy takeaway	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	100.0
takeaway dinner near me	10.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	100.0
take away subtraction	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	-100.0	40.0
local takeaways open now	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
takway in english	10.0	10.0	10.0	20.0	10.0	20.0	10.0	10.0	20.0	10.0	20.0	20.0	10.0	0.0	180.0
nandis takeaway	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	40.0
take out take away	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
food take aways	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	40.0
takeawah	10.0	0.0	0.0	10.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	-100.0	50.0
order food online london	10.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	-100.0	70.0
chinese takeaway order online	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
nandos takeaway menu	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	0.0	140.0
takeaway delivery service	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	50.0
take away take away	10.0	10.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	100.0
renewable energy	1600.0	1600.0	1600.0	1600.0	1900.0	1300.0	1900.0	1600.0	1900.0	2400.0	1600.0	1000.0	1900.0	19.0	21900.0
reusable cup starbucks	1000.0	70.0	110.0	1000.0	1000.0	720.0	1000.0	880.0	3600.0	480.0	1900.0	1000.0	260.0	271.0	13020.0
reusable starbucks cup	1000.0	70.0	110.0	1000.0	1000.0	720.0	1000.0	880.0	3600.0	480.0	1900.0	1000.0	260.0	271.0	13020.0
reusable straw	720.0	590.0	590.0	590.0	720.0	1000.0	1000.0	880.0	880.0	590.0	480.0	480.0	260.0	-56.0	8780.0
reusable coffee cup	480.0	260.0	390.0	480.0	390.0	480.0	590.0	480.0	480.0	390.0	480.0	480.0	320.0	23.0	5700.0
reusable cotton pads	390.0	170.0	210.0	170.0	260.0	210.0	260.0	390.0	880.0	590.0	480.0	480.0	390.0	129.0	4880.0
reusable bubble tea cup	390.0	170.0	170.0	390.0	480.0	480.0	720.0	590.0	590.0	390.0	390.0	260.0	260.0	53.0	5280.0
reusable bag	390.0	210.0	260.0	320.0	390.0	260.0	480.0	320.0	480.0	390.0	480.0	320.0	390.0	86.0	4690.0
reusable cup	260.0	140.0	210.0	210.0	260.0	320.0	260.0	320.0	390.0	320.0	320.0	320.0	210.0	50.0	3540.0
reusable nespresso capsules	210.0	110.0	170.0	110.0	140.0	170.0	110.0	170.0	210.0	320.0	320.0	390.0	260.0	136.0	2690.0
reusable n95 mask	210.0	50.0	70.0	30.0	20.0	20.0	20.0	30.0	590.0	30.0	20.0	30.0	1300.0	2500.0	2420.0
reusable face mask	170.0	40.0	30.0	30.0	30.0	30.0	70.0	40.0	140.0	30.0	70.0	70.0	1600.0	3900.0	2350.0
reusable diapers	140.0	170.0	110.0	170.0	110.0	170.0	140.0	110.0	170.0	140.0	90.0	140.0	170.0	0.0	1830.0
reusable sandwich bags	140.0	90.0	110.0	90.0	170.0	110.0	140.0	170.0	210.0	210.0	170.0	170.0	140.0	56.0	1920.0
reusable coffee cup singapore	140.0	90.0	110.0	90.0	140.0	170.0	170.0	110.0	170.0	70.0	110.0	170.0	90.0	0.0	1630.0
reusable bubble tea cup singapore	140.0	50.0	90.0	140.0	210.0	260.0	260.0	210.0	210.0	170.0	110.0	50.0	50.0	0.0	1950.0
reusable diaper	140.0	170.0	110.0	170.0	110.0	170.0	140.0	110.0	170.0	140.0	90.0	140.0	170.0	0.0	1830.0
reusable cotton pads singapore	110.0	50.0	90.0	70.0	70.0	70.0	90.0	140.0	210.0	170.0	140.0	140.0	90.0	80.0	1440.0
reusable ziplock bags	110.0	50.0	50.0	70.0	50.0	110.0	140.0	90.0	140.0	110.0	170.0	170.0	140.0	180.0	1400.0
reusable surgical mask	110.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	1300.0	12900.0	1520.0
reusable shopping bags	110.0	110.0	90.0	90.0	90.0	110.0	170.0	90.0	140.0	140.0	140.0	140.0	110.0	0.0	1530.0
reusable mask	110.0	40.0	20.0	30.0	40.0	10.0	10.0	20.0	170.0	30.0	40.0	40.0	1000.0	2400.0	1560.0
reusable ice packs	110.0	70.0	90.0	90.0	90.0	90.0	140.0	140.0	170.0	140.0	140.0	70.0	70.0	0.0	1410.0
reusable heat packs	90.0	70.0	70.0	50.0	90.0	90.0	110.0	90.0	70.0	140.0	170.0	170.0	90.0	29.0	1300.0
reusable water bottles	90.0	50.0	70.0	90.0	90.0	90.0	110.0	70.0	110.0	110.0	90.0	110.0	70.0	40.0	1150.0
reusable bags for food	90.0	30.0	50.0	70.0	40.0	90.0	90.0	140.0	140.0	110.0	140.0	90.0	90.0	200.0	1170.0
reusable heat pack	90.0	70.0	70.0	50.0	90.0	90.0	110.0	90.0	70.0	140.0	170.0	170.0	90.0	29.0	1300.0
reusable meaning	90.0	70.0	90.0	70.0	70.0	50.0	110.0	90.0	110.0	90.0	110.0	70.0	110.0	57.0	1130.0
reusable snack bags	90.0	30.0	40.0	70.0	50.0	90.0	110.0	90.0	170.0	140.0	110.0	110.0	90.0	200.0	1190.0
reusable synonym	70.0	70.0	70.0	90.0	50.0	70.0	70.0	70.0	90.0	90.0	70.0	50.0	50.0	-29.0	910.0
reusable tea bags	70.0	40.0	70.0	70.0	70.0	70.0	50.0	70.0	70.0	50.0	70.0	70.0	70.0	75.0	840.0
reusable panty liners	70.0	30.0	50.0	50.0	70.0	50.0	50.0	90.0	90.0	90.0	70.0	50.0	70.0	133.0	830.0
reusable grocery bags	70.0	70.0	50.0	50.0	90.0	70.0	50.0	70.0	110.0	70.0	110.0	70.0	70.0	0.0	950.0
reusable swim diaper	70.0	30.0	50.0	30.0	50.0	70.0	70.0	70.0	70.0	90.0	70.0	90.0	70.0	133.0	830.0
reusable bottles	70.0	40.0	40.0	70.0	70.0	50.0	90.0	70.0	90.0	50.0	70.0	40.0	50.0	25.0	800.0
reusable sanitary pads	70.0	30.0	50.0	70.0	70.0	40.0	50.0	90.0	110.0	110.0	70.0	90.0	90.0	200.0	940.0
reusable cable ties	70.0	50.0	70.0	50.0	70.0	90.0	110.0	90.0	90.0	90.0	50.0	90.0	70.0	40.0	990.0
reusable bags singapore	70.0	40.0	40.0	50.0	70.0	70.0	90.0	70.0	90.0	70.0	90.0	140.0	50.0	25.0	940.0
reusable cutlery set	70.0	10.0	50.0	40.0	40.0	110.0	90.0	70.0	70.0	50.0	70.0	90.0	90.0	800.0	850.0
reusable nespresso pods	50.0	30.0	30.0	20.0	20.0	50.0	70.0	30.0	70.0	40.0	50.0	70.0	70.0	133.0	600.0
reusable ice cubes	50.0	40.0	70.0	50.0	50.0	50.0	50.0	70.0	50.0	50.0	70.0	70.0	40.0	0.0	710.0
reusable utensils	50.0	30.0	20.0	50.0	40.0	30.0	50.0	40.0	50.0	40.0	90.0	70.0	40.0	33.0	600.0
reusable ziplock bags singapore	50.0	30.0	40.0	50.0	70.0	50.0	40.0	50.0	110.0	30.0	30.0	50.0	30.0	0.0	630.0
reusable silicone bags	50.0	30.0	40.0	40.0	20.0	40.0	50.0	50.0	70.0	50.0	110.0	90.0	50.0	67.0	690.0
reusable notebook	50.0	30.0	30.0	30.0	50.0	50.0	30.0	30.0	70.0	50.0	70.0	110.0	40.0	33.0	640.0
reusable toilet paper	50.0	10.0	390.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	100.0	580.0
reusable menstrual pads	50.0	30.0	90.0	40.0	40.0	40.0	40.0	50.0	70.0	70.0	50.0	50.0	40.0	33.0	660.0
reusable produce bags	50.0	30.0	50.0	50.0	70.0	30.0	90.0	90.0	40.0	40.0	70.0	40.0	40.0	33.0	690.0
reusable food pouches	50.0	20.0	40.0	50.0	40.0	30.0	40.0	70.0	50.0	70.0	70.0	40.0	70.0	250.0	640.0
reusable food wrap	50.0	20.0	40.0	50.0	50.0	50.0	70.0	50.0	40.0	40.0	50.0	50.0	30.0	50.0	590.0
reusable coffee capsules	50.0	40.0	50.0	30.0	40.0	50.0	30.0	30.0	40.0	70.0	110.0	140.0	70.0	75.0	750.0
reusable plastic cups	40.0	20.0	40.0	20.0	50.0	40.0	50.0	40.0	50.0	50.0	50.0	30.0	40.0	100.0	520.0
reusable sous vide bags	40.0	30.0	30.0	20.0	20.0	40.0	40.0	20.0	50.0	50.0	50.0	40.0	30.0	0.0	460.0
reusable film camera	40.0	10.0	10.0	10.0	10.0	20.0	20.0	10.0	40.0	90.0	140.0	110.0	90.0	800.0	600.0
reusable snack bags singapore	40.0	10.0	20.0	30.0	30.0	40.0	40.0	30.0	50.0	70.0	50.0	50.0	10.0	0.0	470.0
reusable straws singapore	40.0	40.0	30.0	30.0	70.0	70.0	30.0	40.0	70.0	20.0	20.0	30.0	20.0	-50.0	510.0
reusable bubble tea straw	40.0	30.0	20.0	40.0	40.0	70.0	50.0	30.0	50.0	50.0	30.0	30.0	10.0	-67.0	490.0
reusable makeup remover pads	40.0	20.0	70.0	20.0	30.0	30.0	20.0	70.0	70.0	30.0	30.0	90.0	50.0	150.0	570.0
reusable mask singapore	40.0	20.0	10.0	10.0	20.0	20.0	10.0	20.0	110.0	10.0	10.0	10.0	170.0	750.0	460.0
reusable metal straws	40.0	30.0	30.0	50.0	50.0	50.0	50.0	30.0	40.0	30.0	40.0	30.0	20.0	-33.0	490.0
reusable lunch box	30.0	20.0	40.0	30.0	30.0	20.0	50.0	30.0	30.0	30.0	40.0	30.0	30.0	50.0	410.0
reusable dehumidifier	30.0	10.0	30.0	10.0	20.0	40.0	30.0	30.0	10.0	20.0	30.0	50.0	30.0	200.0	340.0
reusable ziplock	30.0	10.0	20.0	10.0	10.0	20.0	20.0	30.0	50.0	40.0	40.0	20.0	20.0	100.0	320.0
reusable diapers for babies	30.0	40.0	50.0	30.0	20.0	30.0	30.0	50.0	20.0	30.0	20.0	10.0	10.0	-75.0	370.0
reusable silica gel	30.0	30.0	30.0	20.0	20.0	30.0	20.0	40.0	50.0	30.0	30.0	40.0	40.0	33.0	410.0
reusable hand warmers	30.0	30.0	10.0	20.0	20.0	20.0	20.0	20.0	30.0	50.0	40.0	70.0	20.0	-33.0	380.0
reusable food containers	30.0	10.0	20.0	20.0	20.0	30.0	50.0	30.0	40.0	40.0	30.0	20.0	20.0	100.0	360.0
reusable mug	30.0	10.0	20.0	30.0	40.0	30.0	40.0	10.0	20.0	30.0	40.0	20.0	30.0	200.0	350.0
reusable makeup pads	30.0	20.0	30.0	20.0	30.0	20.0	10.0	30.0	70.0	10.0	30.0	20.0	50.0	150.0	370.0
reusable tote bags	30.0	20.0	30.0	20.0	40.0	20.0	40.0	30.0	30.0	50.0	50.0	40.0	40.0	100.0	440.0
reusable bubble tea cup holder	30.0	0.0	20.0	20.0	50.0	30.0	50.0	40.0	50.0	70.0	40.0	20.0	10.0	-50.0	430.0
reusable coffee pods	30.0	10.0	10.0	10.0	20.0	30.0	20.0	20.0	40.0	40.0	30.0	70.0	40.0	300.0	370.0
reusable bread bag	30.0	10.0	20.0	30.0	40.0	20.0	30.0	30.0	50.0	50.0	40.0	20.0	30.0	200.0	400.0
reusable face mask singapore	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	10.0	20.0	30.0	260.0	420.0	400.0
reusable lunch bags	30.0	20.0	30.0	20.0	40.0	20.0	40.0	30.0	40.0	40.0	40.0	50.0	30.0	50.0	430.0
reusable cotton rounds	30.0	30.0	40.0	50.0	30.0	40.0	20.0	30.0	30.0	30.0	10.0	30.0	20.0	-33.0	390.0
reusable coffee filter	30.0	30.0	50.0	20.0	30.0	10.0	20.0	40.0	30.0	20.0	40.0	30.0	40.0	33.0	390.0
reusable ear plugs	30.0	30.0	20.0	20.0	20.0	40.0	40.0	30.0	50.0	40.0	50.0	30.0	30.0	0.0	430.0
reusable materials	30.0	20.0	40.0	40.0	30.0	20.0	40.0	30.0	30.0	30.0	20.0	20.0	20.0	0.0	370.0
reusable plastic straws	30.0	20.0	30.0	30.0	20.0	30.0	40.0	40.0	30.0	30.0	20.0	20.0	20.0	0.0	360.0
reusable freezer bags	20.0	10.0	20.0	30.0	20.0	20.0	20.0	40.0	30.0	20.0	20.0	30.0	40.0	300.0	320.0
reusable rocket	20.0	10.0	20.0	20.0	10.0	10.0	20.0	20.0	10.0	20.0	20.0	20.0	20.0	100.0	220.0
reusable straw set	20.0	20.0	10.0	10.0	30.0	20.0	20.0	20.0	30.0	30.0	40.0	40.0	30.0	50.0	320.0
reusable face pads	20.0	20.0	10.0	20.0	20.0	10.0	10.0	10.0	30.0	10.0	20.0	10.0	10.0	-50.0	200.0
reusable sticker book	20.0	10.0	30.0	30.0	30.0	20.0	30.0	20.0	20.0	50.0	20.0	30.0	10.0	0.0	320.0
reusable cup with straw	20.0	10.0	10.0	20.0	20.0	20.0	20.0	30.0	20.0	20.0	10.0	10.0	10.0	0.0	220.0
reusable glass bottles	20.0	10.0	20.0	20.0	30.0	10.0	20.0	30.0	30.0	20.0	10.0	40.0	10.0	0.0	270.0
reusable tumbler	20.0	10.0	20.0	10.0	10.0	10.0	30.0	40.0	30.0	30.0	70.0	20.0	20.0	100.0	320.0
reusable breast pads	20.0	20.0	30.0	20.0	20.0	30.0	20.0	30.0	20.0	20.0	20.0	20.0	30.0	50.0	300.0
reusable tape	20.0	10.0	10.0	10.0	10.0	20.0	20.0	20.0	30.0	20.0	20.0	30.0	20.0	100.0	240.0
reusable boba cup	20.0	10.0	20.0	30.0	40.0	40.0	20.0	10.0	20.0	10.0	20.0	40.0	10.0	0.0	290.0
reusable boba tumbler	20.0	10.0	10.0	10.0	20.0	30.0	50.0	30.0	30.0	20.0	30.0	10.0	10.0	0.0	280.0
reusable rocket spacex	20.0	30.0	30.0	30.0	20.0	10.0	20.0	20.0	10.0	20.0	20.0	20.0	20.0	-33.0	270.0
reusable things	20.0	10.0	10.0	20.0	10.0	10.0	20.0	40.0	20.0	10.0	10.0	10.0	10.0	0.0	200.0
reusable heating pad	20.0	30.0	20.0	20.0	20.0	10.0	10.0	10.0	30.0	30.0	20.0	40.0	20.0	-33.0	280.0
reusable cotton buds	20.0	0.0	10.0	10.0	20.0	20.0	20.0	10.0	20.0	30.0	40.0	30.0	40.0	300.0	270.0
reusable zip ties	20.0	10.0	20.0	10.0	10.0	10.0	20.0	20.0	20.0	20.0	10.0	10.0	20.0	100.0	200.0
reusable dolce gusto pods	20.0	10.0	10.0	10.0	10.0	10.0	20.0	30.0	40.0	30.0	50.0	30.0	30.0	200.0	300.0
reusable disposable camera	20.0	10.0	20.0	10.0	10.0	10.0	20.0	20.0	40.0	40.0	20.0	30.0	30.0	200.0	280.0
reusable glass coffee cup	20.0	10.0	10.0	10.0	10.0	30.0	20.0	40.0	40.0	20.0	30.0	30.0	10.0	0.0	280.0
reusable shopping bags singapore	20.0	10.0	10.0	10.0	20.0	10.0	20.0	20.0	30.0	30.0	30.0	20.0	20.0	100.0	250.0
reusable makeup remover pads singapore	20.0	0.0	0.0	20.0	40.0	40.0	20.0	20.0	40.0	30.0	10.0	20.0	10.0	-50.0	270.0
reusable coffee mug	20.0	10.0	10.0	10.0	10.0	20.0	20.0	10.0	40.0	20.0	70.0	10.0	40.0	300.0	290.0
reusable tassimo pods	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	-100.0	50.0
reusable rocket isro	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	40.0
reusable trash bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	30.0	10.0	10.0	0.0	160.0
reusable training pants	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	10.0	10.0	40.0	30.0	200.0	140.0
reusable tampon applicator	10.0	10.0	20.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	150.0
reusable straw set singapore	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
reusable tissues	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	40.0	300.0	170.0
reusable swim diaper singapore	10.0	10.0	10.0	10.0	10.0	10.0	20.0	30.0	20.0	20.0	20.0	10.0	10.0	0.0	190.0
reusable toothpick	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable tumbler with straw	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable respirator 3m	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	40.0	300.0	170.0
reusable oven tray liner	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
reusable ovulation test	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	10.0	20.0	10.0	0.0	100.0
reusable oil filter	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable nespresso pods review	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable nespresso coffee pods	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable oven liner	10.0	0.0	10.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
reusable organic cotton pads	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable oral syringe	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	70.0
reusable overnight training pants	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
reusable organic cotton rounds	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	-100.0	80.0
reusable or re-usable	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable nappies reviews	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
reusable nipple pads	10.0	0.0	0.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable nursing pads	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	30.0	10.0	10.0	0.0	150.0
reusable nappies nz	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	-100.0	50.0
reusable nappies uk	10.0	10.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	90.0
reusable mesh produce bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable napkins	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable nappies australia	10.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
reusable name badges	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable nappy liners	10.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	0.0	10.0	10.0	10.0	0.0	80.0
reusable nails	10.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	0.0	80.0
reusable name tags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable objects	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	110.0
reusable oil filter vs disposable	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable q tips for makeup	10.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable quart size bag	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	30.0
